11:20:19.947 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Sending initial request...
11:20:29.323 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=130
11:20:29.323 [main] INFO  mybot.Pathfinder - Closest pub at (7,3), distance 28
11:20:29.323 [main] INFO  mybot.Pathfinder - Heading to the closest pub at (7,3)
11:20:29.323 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=28
11:20:29.323 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=45
11:20:29.323 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=114
11:20:29.323 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=130
11:20:29.323 [main] INFO  mybot.Pathfinder - Closest pub at (7,3), distance 28
11:20:29.323 [main] INFO  mybot.Pathfinder - Moving towards (7,3)
11:20:29.323 [main] INFO  mybot.Pathfinder - Move direction:North
11:20:29.323 [main] INFO  mybot.MyBot - Turn time 1500112ns
11:20:29.953 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 60
11:20:29.954 [main] INFO  mybot.MyBot - Creating pathfinder.
11:20:29.954 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,7)
11:20:29.954 [main] INFO  mybot.Pathfinder - Adding threats from hero at (12,8)
11:20:29.954 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,8)
11:20:29.955 [main] INFO  mybot.Pathfinder - Current position (6,1)
11:20:29.955 [main] INFO  mybot.MyBot - Choosing decision maker.
11:20:29.955 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:20:29.956 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:20:29.956 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:20:29.956 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:20:29.956 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:20:29.956 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:20:29.956 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
11:20:29.956 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
11:20:29.956 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
11:20:29.956 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
11:20:29.956 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,4), distance 71
11:20:29.956 [main] INFO  mybot.LootingDecisionMaker - moves to reach goal=7
11:20:29.956 [main] INFO  mybot.LootingDecisionMaker - Would go to a mine, but HP will drain below the health threshold. Going to pub instead.
11:20:29.956 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=35
11:20:29.956 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=54
11:20:29.956 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=98
11:20:29.956 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=117
11:20:29.957 [main] INFO  mybot.Pathfinder - Closest pub at (7,3), distance 35
11:20:29.957 [main] INFO  mybot.Pathfinder - Heading to the closest pub at (7,3)
11:20:29.957 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=35
11:20:29.957 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=54
11:20:29.957 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=98
11:20:29.957 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=117
11:20:29.957 [main] INFO  mybot.Pathfinder - Closest pub at (7,3), distance 35
11:20:29.957 [main] INFO  mybot.Pathfinder - Moving towards (7,3)
11:20:29.957 [main] INFO  mybot.Pathfinder - Move direction:East
11:20:29.957 [main] INFO  mybot.MyBot - Turn time 3444746ns
11:20:30.582 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 64
11:20:30.582 [main] INFO  mybot.MyBot - Creating pathfinder.
11:20:30.582 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,7)
11:20:30.582 [main] INFO  mybot.Pathfinder - Adding threats from hero at (12,8)
11:20:30.582 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,8)
11:20:30.583 [main] INFO  mybot.Pathfinder - Current position (6,2)
11:20:30.583 [main] INFO  mybot.MyBot - Choosing decision maker.
11:20:30.583 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:20:30.583 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:20:30.583 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:20:30.583 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:20:30.583 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:20:30.583 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:20:30.583 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
11:20:30.583 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
11:20:30.583 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
11:20:30.583 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
11:20:30.584 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,4), distance 72
11:20:30.584 [main] INFO  mybot.LootingDecisionMaker - moves to reach goal=8
11:20:30.584 [main] INFO  mybot.LootingDecisionMaker - Would go to a mine, but HP will drain below the health threshold. Going to pub instead.
11:20:30.584 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=26
11:20:30.584 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=55
11:20:30.584 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=99
11:20:30.584 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=118
11:20:30.584 [main] INFO  mybot.Pathfinder - Closest pub at (7,3), distance 26
11:20:30.584 [main] INFO  mybot.Pathfinder - Heading to the closest pub at (7,3)
11:20:30.584 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=26
11:20:30.584 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=55
11:20:30.584 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=99
11:20:30.584 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=118
11:20:30.584 [main] INFO  mybot.Pathfinder - Closest pub at (7,3), distance 26
11:20:30.584 [main] INFO  mybot.Pathfinder - Moving towards (7,3)
11:20:30.584 [main] INFO  mybot.Pathfinder - Move direction:East
11:20:30.584 [main] INFO  mybot.MyBot - Turn time 2526188ns
11:20:31.212 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 68
11:20:31.212 [main] INFO  mybot.MyBot - Creating pathfinder.
11:20:31.212 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,8)
11:20:31.213 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,8)
11:20:31.213 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,7)
11:20:31.214 [main] INFO  mybot.Pathfinder - Current position (6,3)
11:20:31.215 [main] INFO  mybot.MyBot - Choosing decision maker.
11:20:31.215 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:20:31.215 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:20:31.215 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:20:31.215 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:20:31.215 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:20:31.215 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:20:31.215 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (7,3)
11:20:31.215 [main] INFO  mybot.HealingDecisionMaker - Healing to full HP.
11:20:31.215 [main] INFO  mybot.MyBot - Healing Decision Maker shall lead me to glory!
11:20:31.215 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=13
11:20:31.215 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=53
11:20:31.215 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=174
11:20:31.215 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=198
11:20:31.215 [main] INFO  mybot.Pathfinder - Closest pub at (7,3), distance 13
11:20:31.215 [main] INFO  mybot.Pathfinder - Moving towards (7,3)
11:20:31.215 [main] INFO  mybot.Pathfinder - Move direction:South
11:20:31.216 [main] INFO  mybot.MyBot - Turn time 3347469ns
11:20:31.842 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 72
11:20:31.842 [main] INFO  mybot.MyBot - Creating pathfinder.
11:20:31.842 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,9)
11:20:31.843 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,9)
11:20:31.843 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,8)
11:20:31.844 [main] INFO  mybot.Pathfinder - Current position (6,3)
11:20:31.844 [main] INFO  mybot.MyBot - Choosing decision maker.
11:20:31.844 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:20:31.844 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:20:31.844 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:20:31.844 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:20:31.844 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:20:31.844 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:20:31.844 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
11:20:31.845 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
11:20:31.845 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
11:20:31.845 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
11:20:31.845 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,4), distance 72
11:20:31.845 [main] INFO  mybot.Pathfinder - Heading to closest mine at (11,4)
11:20:31.845 [main] INFO  mybot.Pathfinder - Moving towards (11,4)
11:20:31.845 [main] INFO  mybot.Pathfinder - Move direction:East
11:20:31.845 [main] INFO  mybot.MyBot - Turn time 2865602ns
11:20:32.471 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 76
11:20:32.472 [main] INFO  mybot.MyBot - Creating pathfinder.
11:20:32.472 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,9)
11:20:32.472 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,10)
11:20:32.472 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,9)
11:20:32.473 [main] INFO  mybot.Pathfinder - Current position (6,4)
11:20:32.473 [main] INFO  mybot.MyBot - Choosing decision maker.
11:20:32.474 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:20:32.474 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:20:32.474 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:20:32.474 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:20:32.474 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:20:32.474 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:20:32.474 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
11:20:32.474 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
11:20:32.474 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
11:20:32.474 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
11:20:32.474 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,4), distance 61
11:20:32.474 [main] INFO  mybot.Pathfinder - Heading to closest mine at (11,4)
11:20:32.474 [main] INFO  mybot.Pathfinder - Moving towards (11,4)
11:20:32.474 [main] INFO  mybot.Pathfinder - Move direction:South
11:20:32.474 [main] INFO  mybot.MyBot - Turn time 2762905ns
11:20:33.102 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 80
11:20:33.102 [main] INFO  mybot.MyBot - Creating pathfinder.
11:20:33.102 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,10)
11:20:33.103 [main] INFO  mybot.Pathfinder - Adding threats from hero at (14,10)
11:20:33.103 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,10)
11:20:33.104 [main] INFO  mybot.Pathfinder - Current position (7,4)
11:20:33.104 [main] INFO  mybot.MyBot - Choosing decision maker.
11:20:33.104 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:20:33.104 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:20:33.104 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:20:33.104 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:20:33.104 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:20:33.104 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:20:33.104 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
11:20:33.104 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
11:20:33.104 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
11:20:33.104 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
11:20:33.105 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,4), distance 52
11:20:33.105 [main] INFO  mybot.Pathfinder - Heading to closest mine at (11,4)
11:20:33.105 [main] INFO  mybot.Pathfinder - Moving towards (11,4)
11:20:33.105 [main] INFO  mybot.Pathfinder - Move direction:South
11:20:33.105 [main] INFO  mybot.MyBot - Turn time 3114667ns
11:20:33.731 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 84
11:20:33.732 [main] INFO  mybot.MyBot - Creating pathfinder.
11:20:33.732 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,9)
11:20:33.732 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,10)
11:20:33.733 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,9)
11:20:33.734 [main] INFO  mybot.Pathfinder - Current position (8,4)
11:20:33.734 [main] INFO  mybot.MyBot - Choosing decision maker.
11:20:33.734 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:20:33.734 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:20:33.734 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:20:33.734 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:20:33.734 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:20:33.734 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:20:33.734 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
11:20:33.734 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
11:20:33.734 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
11:20:33.734 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
11:20:33.734 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,4), distance 39
11:20:33.734 [main] INFO  mybot.Pathfinder - Heading to closest mine at (11,4)
11:20:33.734 [main] INFO  mybot.Pathfinder - Moving towards (11,4)
11:20:33.734 [main] INFO  mybot.Pathfinder - Move direction:South
11:20:33.734 [main] INFO  mybot.MyBot - Turn time 2579494ns
11:20:34.361 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 88
11:20:34.362 [main] INFO  mybot.MyBot - Creating pathfinder.
11:20:34.362 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,9)
11:20:34.362 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,9)
11:20:34.363 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,8)
11:20:34.364 [main] INFO  mybot.Pathfinder - Current position (9,4)
11:20:34.364 [main] INFO  mybot.MyBot - Choosing decision maker.
11:20:34.364 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:20:34.364 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:20:34.364 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:20:34.364 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:20:34.364 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:20:34.364 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:20:34.364 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
11:20:34.364 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
11:20:34.364 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
11:20:34.364 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
11:20:34.364 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,4), distance 20
11:20:34.364 [main] INFO  mybot.Pathfinder - Heading to closest mine at (11,4)
11:20:34.364 [main] INFO  mybot.Pathfinder - Moving towards (11,4)
11:20:34.364 [main] INFO  mybot.Pathfinder - Move direction:South
11:20:34.364 [main] INFO  mybot.MyBot - Turn time 2587324ns
11:20:34.991 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 92
11:20:34.992 [main] INFO  mybot.MyBot - Creating pathfinder.
11:20:34.992 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,9)
11:20:34.992 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,10)
11:20:34.993 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,8)
11:20:34.994 [main] INFO  mybot.Pathfinder - Current position (10,4)
11:20:34.994 [main] INFO  mybot.MyBot - Choosing decision maker.
11:20:34.994 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:20:34.994 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:20:34.994 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:20:34.994 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:20:34.994 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:20:34.994 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:20:34.994 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
11:20:34.994 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
11:20:34.994 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
11:20:34.994 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
11:20:34.994 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,4), distance 9
11:20:34.994 [main] INFO  mybot.Pathfinder - Heading to closest mine at (11,4)
11:20:34.994 [main] INFO  mybot.Pathfinder - Moving towards (11,4)
11:20:34.994 [main] INFO  mybot.Pathfinder - Move direction:South
11:20:34.994 [main] INFO  mybot.MyBot - Turn time 2537330ns
11:20:35.621 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 96
11:20:35.622 [main] INFO  mybot.MyBot - Creating pathfinder.
11:20:35.622 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,9)
11:20:35.622 [main] INFO  mybot.Pathfinder - Adding threats from hero at (14,10)
11:20:35.622 [main] INFO  mybot.Pathfinder - Adding threats from hero at (5,8)
